Salon,Gender,Price
Campus Cuts,Male,31.59
Floyd's 99,Female,42.99
Floyd's 99,Female,41.1
Chinatown Barber,Male,45.08
Sola Salon,Male,41.56
Floyd's 99,Male,36.18
Downtown Cuts,Female,23.14
Fenway Barbers,Male,29.98
Boston Barber,Female,43.48
The Cut,Female,62.76
Roxbury Cuts,Male,56.69
South End Studio,Male,40.29
Northeastern Salon,Male,57.95
The Cut,Male,58.79
Floyd's 99,Male,39.04
Downtown Cuts,Male,18.43
South End Studio,Female,40.82
Floyd's 99,Male,37.66
Seaport Studio,Female,45.89
Sola Salon,Female,41.9
South End Studio,Female,39.77
Roxbury Cuts,Male,54.3
Harvard Sq Hair,Female,29.64
Great Clips,Female,24.7
Back Bay Hair,Female,56.35
Fenway Barbers,Male,29.27
Downtown Cuts,Male,23.58
Great Clips,Male,24.78
Great Clips,Female,23.67
Beacon Hill Salon,Male,48.42
Great Clips,Male,22.51
Sola Salon,Female,44.39
South End Studio,Female,39.98
Seaport Studio,Female,46.16
Sola Salon,Female,42.55
Chinatown Barber,Male,42.64
Harvard Sq Hair,Male,23.65
Northeastern Salon,Female,55.98
Boston Barber,Female,44.05
Harvard Sq Hair,Male,17.44
Northeastern Salon,Female,59.53
Downtown Cuts,Male,23.43
The Cut,Female,62.87
Back Bay Hair,Male,40.42
Chinatown Barber,Female,49.51
Sola Salon,Female,44.2
The Cut,Male,58.41
The Cut,Male,56.45
Sola Salon,Female,47.49
Chinatown Barber,Male,47.81
Downtown Cuts,Male,19.59
South End Studio,Female,39.46
Downtown Cuts,Female,20.75
Tremont Barber,Male,53.09
Floyd's 99,Female,38.91
Northeastern Salon,Female,59.44
Tremont Barber,Female,59.07
Newbury Street Salon,Male,45.87
Roxbury Cuts,Male,55.56
SuperCuts,Male,56.57
Seaport Studio,Male,44.98
South End Studio,Male,44.29
Beacon Hill Salon,Female,46.43
Tremont Barber,Female,57.39
Chinatown Barber,Female,47.93
Back Bay Hair,Male,40.97
Harvard Sq Hair,Male,24.78
SuperCuts,Female,70.63
Roxbury Cuts,Female,69.99
Harvard Sq Hair,Female,32.07
Back Bay Hair,Male,42.68
Tremont Barber,Female,63.83
SuperCuts,Female,67.98
Harvard Sq Hair,Female,33.98
SuperCuts,Male,57.18
Tremont Barber,Female,59.04
Fenway Barbers,Female,32.04
Boston Barber,Female,42.67
South End Studio,Female,40.48
Great Clips,Female,24.72
Back Bay Hair,Male,39.83
South End Studio,Female,41.06
Downtown Cuts,Female,22.53
Fenway Barbers,Female,30.2
Seaport Studio,Male,43.09
Newbury Street Salon,Male,49.78
Campus Cuts,Male,28.77
Back Bay Hair,Male,41.09
Northeastern Salon,Female,56.69
SuperCuts,Female,63.62
Downtown Cuts,Male,21.79
Floyd's 99,Female,40.34
Harvard Sq Hair,Male,24.89
Boston Barber,Female,42.68
Boston Barber,Male,35.99
Great Clips,Male,27.51
Back Bay Hair,Male,42.95
Newbury Street Salon,Male,49.73
Northeastern Salon,Male,60.72
The Cut,Male,56.72
Fenway Barbers,Male,31.15
Downtown Cuts,Female,25.2
Fenway Barbers,Female,32.36
Boston Barber,Male,32.09
Floyd's 99,Male,36.71
Back Bay Hair,Female,55.19
Cambridge Cuts,Female,53.22
Harvard Sq Hair,Female,28.92
Floyd's 99,Female,39.71
Campus Cuts,Female,35.55
Great Clips,Male,29.39
Downtown Cuts,Female,20.64
Fenway Barbers,Male,33.21
Beacon Hill Salon,Male,45.42
The Cut,Male,60.16
Great Clips,Female,29.68
Newbury Street Salon,Male,53.21
Roxbury Cuts,Female,67.79
Northeastern Salon,Male,54.27
Harvard Sq Hair,Male,19.96
SuperCuts,Female,66.89
Boston Barber,Male,33.36
Harvard Sq Hair,Female,30.58
Beacon Hill Salon,Female,50.3
Great Clips,Female,26.52
Harvard Sq Hair,Male,20.15
Floyd's 99,Male,42.13
Cambridge Cuts,Female,53.15
South End Studio,Female,38.7
Campus Cuts,Male,30.0
The Cut,Female,62.78
Sola Salon,Female,40.91
Beacon Hill Salon,Female,49.39
Tremont Barber,Female,58.7
Northeastern Salon,Male,62.04
Back Bay Hair,Female,57.2
Sola Salon,Female,45.31
The Cut,Female,59.08
Great Clips,Female,28.45
Sola Salon,Female,43.02
Beacon Hill Salon,Female,49.16
Campus Cuts,Male,33.55
Boston Barber,Female,43.18
Tremont Barber,Female,62.95
South End Studio,Male,43.03
Northeastern Salon,Male,60.3
Floyd's 99,Female,38.48
Boston Barber,Female,43.4
Tremont Barber,Male,53.55
Fenway Barbers,Female,31.24
SuperCuts,Male,58.67
Campus Cuts,Male,27.33
Campus Cuts,Female,37.52
Seaport Studio,Male,44.7
Back Bay Hair,Male,41.66
Downtown Cuts,Male,17.53
Newbury Street Salon,Male,49.13
Floyd's 99,Male,36.04
Chinatown Barber,Female,46.19
Sola Salon,Female,43.59
Campus Cuts,Female,33.76
Chinatown Barber,Female,47.81
Campus Cuts,Female,34.45
SuperCuts,Male,58.17
Campus Cuts,Female,34.31
Northeastern Salon,Male,59.02
Roxbury Cuts,Female,65.32
SuperCuts,Female,67.2
Campus Cuts,Female,34.93
Great Clips,Male,27.95
Fenway Barbers,Male,31.46
Great Clips,Female,29.78
Seaport Studio,Male,44.62
Fenway Barbers,Male,28.55
Floyd's 99,Female,40.0
Fenway Barbers,Female,32.15
Harvard Sq Hair,Female,33.37
South End Studio,Male,41.84
Beacon Hill Salon,Male,48.76
Tremont Barber,Male,57.92
South End Studio,Male,39.05
Floyd's 99,Female,43.48
SuperCuts,Male,59.64
South End Studio,Male,39.18
Harvard Sq Hair,Female,34.43
Tremont Barber,Female,59.31
SuperCuts,Male,57.23
Beacon Hill Salon,Male,51.03
Chinatown Barber,Female,48.39
Tremont Barber,Male,55.12
Cambridge Cuts,Male,38.81
The Cut,Male,57.57
Sola Salon,Male,41.51
Roxbury Cuts,Female,67.08
Floyd's 99,Male,35.26
Floyd's 99,Male,40.39
Northeastern Salon,Female,57.59
Beacon Hill Salon,Female,50.28
Newbury Street Salon,Female,50.84
Newbury Street Salon,Female,46.36
Downtown Cuts,Female,20.05
Sola Salon,Female,45.93
Back Bay Hair,Male,43.44
Roxbury Cuts,Male,57.64
South End Studio,Male,39.73
Chinatown Barber,Male,41.8
Chinatown Barber,Female,45.14
Campus Cuts,Male,30.75
Great Clips,Male,24.97
The Cut,Male,57.27
Roxbury Cuts,Female,63.29
Downtown Cuts,Female,26.28
The Cut,Female,61.0
Newbury Street Salon,Female,52.39
Tremont Barber,Male,56.49
South End Studio,Female,40.51
Northeastern Salon,Male,59.04
Boston Barber,Female,43.19
Newbury Street Salon,Male,50.11
Great Clips,Female,28.42
SuperCuts,Male,57.74
Northeastern Salon,Female,60.02
Floyd's 99,Female,37.47
Harvard Sq Hair,Female,33.94
Great Clips,Female,26.88
Harvard Sq Hair,Female,33.73
Beacon Hill Salon,Male,51.3
Roxbury Cuts,Male,55.87
Fenway Barbers,Male,31.16
Beacon Hill Salon,Male,50.2
Chinatown Barber,Male,44.06
The Cut,Female,63.8
Northeastern Salon,Female,59.59
Sola Salon,Female,43.07
Seaport Studio,Female,47.82
Roxbury Cuts,Female,65.62
Boston Barber,Female,41.17
Roxbury Cuts,Male,59.6
Floyd's 99,Male,38.33
Harvard Sq Hair,Female,34.12
Harvard Sq Hair,Female,30.88
Boston Barber,Female,43.53
Downtown Cuts,Female,25.82
Downtown Cuts,Male,20.93
Cambridge Cuts,Female,51.92
Back Bay Hair,Male,45.48
Great Clips,Female,27.78
Beacon Hill Salon,Male,46.65
Cambridge Cuts,Male,42.66
Great Clips,Female,28.13
Seaport Studio,Female,48.61
Newbury Street Salon,Male,48.33
Seaport Studio,Female,47.45
Back Bay Hair,Male,41.09
Back Bay Hair,Female,57.6
Downtown Cuts,Male,22.54
Newbury Street Salon,Male,46.69
Roxbury Cuts,Female,64.98
Northeastern Salon,Female,59.45
SuperCuts,Male,58.02
Cambridge Cuts,Female,51.87
Cambridge Cuts,Female,57.54
Boston Barber,Male,33.65
Sola Salon,Male,42.72
Sola Salon,Female,39.56
Northeastern Salon,Female,63.84
South End Studio,Female,37.06
Chinatown Barber,Female,48.58
Chinatown Barber,Female,47.15
South End Studio,Female,44.65
Roxbury Cuts,Male,57.88
Beacon Hill Salon,Male,49.54
Sola Salon,Female,41.17
Beacon Hill Salon,Male,50.96
Floyd's 99,Female,42.2
Harvard Sq Hair,Male,25.74
Newbury Street Salon,Female,49.88
Cambridge Cuts,Female,54.54
Cambridge Cuts,Male,45.98
Downtown Cuts,Female,23.03
Back Bay Hair,Male,41.2
Campus Cuts,Male,27.87
Cambridge Cuts,Female,55.68
Downtown Cuts,Male,17.48
Downtown Cuts,Female,24.37
Roxbury Cuts,Female,67.09
Harvard Sq Hair,Female,35.93
Newbury Street Salon,Male,48.93
Cambridge Cuts,Male,39.52
Harvard Sq Hair,Male,22.91
Cambridge Cuts,Female,51.4
Back Bay Hair,Female,57.44
Newbury Street Salon,Male,50.16
Seaport Studio,Male,45.75
Harvard Sq Hair,Male,22.4
The Cut,Male,57.57
Floyd's 99,Female,41.22
Great Clips,Male,24.36
Great Clips,Female,28.74
Floyd's 99,Female,43.86
Northeastern Salon,Female,57.73
Chinatown Barber,Male,42.62
Roxbury Cuts,Female,64.36
The Cut,Female,62.84
Roxbury Cuts,Female,66.25
South End Studio,Male,43.69
Downtown Cuts,Male,21.4
Floyd's 99,Female,42.47
Tremont Barber,Male,56.51
Downtown Cuts,Female,23.61
Harvard Sq Hair,Male,24.1
Newbury Street Salon,Female,47.69
Beacon Hill Salon,Male,45.75
Harvard Sq Hair,Male,22.17
Harvard Sq Hair,Female,31.38
The Cut,Female,66.86
Newbury Street Salon,Male,50.04
Downtown Cuts,Male,16.3
Back Bay Hair,Male,44.4
Great Clips,Female,26.96
Campus Cuts,Male,27.12
Great Clips,Female,28.89
Back Bay Hair,Female,58.91
Beacon Hill Salon,Male,50.58
Beacon Hill Salon,Female,46.41
Roxbury Cuts,Male,57.17
Fenway Barbers,Female,32.15
Seaport Studio,Female,47.02
Floyd's 99,Male,38.16
Downtown Cuts,Female,23.42
Harvard Sq Hair,Female,29.46
Chinatown Barber,Male,43.02
Fenway Barbers,Male,30.98
Back Bay Hair,Female,56.32
Newbury Street Salon,Male,50.01
SuperCuts,Female,71.23
Roxbury Cuts,Female,69.68
Harvard Sq Hair,Male,18.48
Boston Barber,Female,42.07
Floyd's 99,Female,36.36
Fenway Barbers,Male,25.78
Beacon Hill Salon,Female,49.16
Campus Cuts,Female,34.19
Campus Cuts,Female,35.5
Newbury Street Salon,Female,49.04
Tremont Barber,Female,59.57
Newbury Street Salon,Female,45.68
Cambridge Cuts,Male,44.46
Seaport Studio,Male,45.31
SuperCuts,Male,60.33
SuperCuts,Male,53.21
Tremont Barber,Female,58.64
Fenway Barbers,Male,29.92
Roxbury Cuts,Male,58.64
Fenway Barbers,Male,28.07
Harvard Sq Hair,Male,18.14
Downtown Cuts,Female,23.66
Roxbury Cuts,Female,65.13
Cambridge Cuts,Female,53.35
Seaport Studio,Male,42.03
Tremont Barber,Female,60.84
Great Clips,Male,26.97
The Cut,Male,59.59
Boston Barber,Female,45.24
The Cut,Female,64.76
Chinatown Barber,Male,41.11
Tremont Barber,Male,54.45
Tremont Barber,Female,61.17
Campus Cuts,Male,30.56
Newbury Street Salon,Female,51.67
Tremont Barber,Male,53.18
Downtown Cuts,Female,25.21
Cambridge Cuts,Female,52.01
Harvard Sq Hair,Female,29.04
Chinatown Barber,Female,44.85
Newbury Street Salon,Male,50.44
Harvard Sq Hair,Female,30.62
The Cut,Female,64.58
Roxbury Cuts,Male,54.78
Great Clips,Female,27.41
Downtown Cuts,Female,23.34
Back Bay Hair,Female,57.9
Newbury Street Salon,Female,51.49
Cambridge Cuts,Female,54.45
Boston Barber,Male,32.91
The Cut,Female,65.53
Great Clips,Male,26.06
The Cut,Female,65.24
SuperCuts,Female,61.52
Boston Barber,Male,34.59
Harvard Sq Hair,Male,22.11
Beacon Hill Salon,Female,46.35
Newbury Street Salon,Male,48.82
Campus Cuts,Male,31.83
Harvard Sq Hair,Male,21.45
Tremont Barber,Female,60.5
Sola Salon,Male,44.2
Back Bay Hair,Female,58.19
Roxbury Cuts,Female,67.07
Back Bay Hair,Female,60.37
SuperCuts,Female,66.47
Downtown Cuts,Female,23.01
Seaport Studio,Male,43.55
Seaport Studio,Female,50.57
Back Bay Hair,Male,42.37
Northeastern Salon,Male,61.16
SuperCuts,Female,66.16
Northeastern Salon,Female,57.77
Harvard Sq Hair,Female,29.36
The Cut,Male,58.5
Great Clips,Female,29.2
The Cut,Male,56.65
Roxbury Cuts,Male,56.49
Northeastern Salon,Female,59.5
Cambridge Cuts,Male,41.6
Seaport Studio,Female,50.93
Floyd's 99,Male,40.11
The Cut,Female,64.58
Back Bay Hair,Female,55.5
Cambridge Cuts,Male,46.07
Harvard Sq Hair,Male,23.27
Fenway Barbers,Female,32.28
Fenway Barbers,Female,31.63
The Cut,Male,57.11
Northeastern Salon,Male,56.55
Sola Salon,Male,35.27
Back Bay Hair,Male,45.84
Harvard Sq Hair,Female,32.4
SuperCuts,Female,68.23
Chinatown Barber,Female,50.85
Harvard Sq Hair,Female,31.35
Beacon Hill Salon,Female,49.54
Downtown Cuts,Female,23.96
Roxbury Cuts,Male,55.7
Beacon Hill Salon,Male,51.07
Seaport Studio,Male,44.5
Downtown Cuts,Male,21.29
Chinatown Barber,Female,50.69
Beacon Hill Salon,Female,49.87
Boston Barber,Female,46.59
Harvard Sq Hair,Female,36.92
Back Bay Hair,Male,43.56
Downtown Cuts,Female,26.05
Campus Cuts,Female,33.74
South End Studio,Male,39.78
Downtown Cuts,Male,20.27
Northeastern Salon,Male,57.65
Sola Salon,Female,46.22
Campus Cuts,Female,34.25
Back Bay Hair,Male,42.98
The Cut,Male,57.63
Chinatown Barber,Male,45.07
Boston Barber,Female,44.26
Downtown Cuts,Male,19.82
Beacon Hill Salon,Female,47.19
The Cut,Female,68.4
Seaport Studio,Female,49.73
SuperCuts,Female,69.54
Boston Barber,Male,32.35
Cambridge Cuts,Female,52.01
Beacon Hill Salon,Female,49.7
Great Clips,Female,25.26
Cambridge Cuts,Female,53.1
Chinatown Barber,Female,47.31
Back Bay Hair,Male,42.27
Roxbury Cuts,Male,57.01
Harvard Sq Hair,Male,22.3
Newbury Street Salon,Female,49.42
Cambridge Cuts,Male,41.06
Cambridge Cuts,Male,40.29
Cambridge Cuts,Female,53.3
SuperCuts,Female,67.66
Floyd's 99,Female,45.17
Northeastern Salon,Male,56.34
Fenway Barbers,Female,32.25
The Cut,Female,63.63
Beacon Hill Salon,Male,45.99
The Cut,Male,56.89
Roxbury Cuts,Female,66.89
Northeastern Salon,Female,57.22
Chinatown Barber,Male,44.31
Harvard Sq Hair,Female,32.51
Newbury Street Salon,Male,49.76
Harvard Sq Hair,Female,32.7
South End Studio,Male,44.25
Campus Cuts,Male,30.47
Sola Salon,Male,39.13
Great Clips,Female,29.55
Chinatown Barber,Male,42.54
Back Bay Hair,Female,57.0
South End Studio,Female,41.2
Tremont Barber,Female,60.61
Cambridge Cuts,Male,41.34
Sola Salon,Female,45.43
Roxbury Cuts,Female,67.85
Campus Cuts,Female,35.38
Harvard Sq Hair,Male,23.85
Back Bay Hair,Male,42.34
South End Studio,Female,41.47
Sola Salon,Male,42.33
Roxbury Cuts,Female,69.7
Cambridge Cuts,Female,48.27
Fenway Barbers,Male,29.71
Northeastern Salon,Male,61.01
Campus Cuts,Male,28.84
South End Studio,Male,41.59
Downtown Cuts,Female,25.45
Beacon Hill Salon,Male,47.38
Roxbury Cuts,Female,65.8
Campus Cuts,Male,28.26
Northeastern Salon,Male,58.52
Back Bay Hair,Male,40.3
Northeastern Salon,Female,60.29
Tremont Barber,Female,58.86
Cambridge Cuts,Male,42.64
Beacon Hill Salon,Male,47.81
Cambridge Cuts,Female,52.07
Chinatown Barber,Male,43.52
Floyd's 99,Male,36.83
Cambridge Cuts,Female,53.8
Cambridge Cuts,Male,44.56
SuperCuts,Female,65.76
Roxbury Cuts,Female,68.38
Back Bay Hair,Male,41.09
SuperCuts,Female,67.16
Newbury Street Salon,Female,48.09
Seaport Studio,Female,45.58
Seaport Studio,Female,46.87
Beacon Hill Salon,Male,48.07
Roxbury Cuts,Male,56.15
Fenway Barbers,Female,27.8
Beacon Hill Salon,Female,51.86
Tremont Barber,Female,59.71
Fenway Barbers,Female,35.17
Fenway Barbers,Female,31.09
Downtown Cuts,Female,25.99
Cambridge Cuts,Male,45.53
Back Bay Hair,Male,40.06
Campus Cuts,Female,33.25
Floyd's 99,Male,39.7
SuperCuts,Male,57.47
South End Studio,Female,36.61
Sola Salon,Male,41.77
South End Studio,Female,38.58
Northeastern Salon,Female,60.7
Seaport Studio,Male,43.01
Fenway Barbers,Female,31.15
Campus Cuts,Male,32.58
Sola Salon,Female,43.69
SuperCuts,Female,67.64
Floyd's 99,Female,39.35
The Cut,Female,63.42
South End Studio,Male,40.49
Tremont Barber,Female,58.99
The Cut,Male,61.43
Boston Barber,Male,36.28
Sola Salon,Female,44.29
Northeastern Salon,Male,59.97
Back Bay Hair,Female,56.53
Chinatown Barber,Male,37.42
Great Clips,Female,27.78
The Cut,Male,56.53
