id,initials,category,birth_year,death_year,death_age,gender
607,BAD,Negative,1901,1976,75.0,Male
608,SAD,Negative,1915,1977,62.0,Male
609,BAD,Negative,1925,1977,52.0,Male
610,PIG,Negative,1936,1970,34.0,Male
611,UGH,Negative,1878,1981,103.0,Male
612,BAD,Negative,1941,1981,40.0,Male
613,SAD,Negative,1933,1991,58.0,Male
614,UGH,Negative,1885,1991,106.0,Male
615,UGH,Negative,1945,1972,27.0,Male
616,BAD,Negative,1947,1993,46.0,Male
617,BAD,Negative,1882,1992,110.0,Male
618,DIE,Negative,1908,1980,72.0,Male
619,DIE,Negative,1942,1985,43.0,Male
620,UGH,Negative,1939,1970,31.0,Male
621,DIE,Negative,1898,1981,83.0,Male
622,SAD,Negative,1901,1986,85.0,Male
623,PIG,Negative,1916,1995,79.0,Male
624,UGH,Negative,1924,1983,59.0,Male
625,PIG,Negative,1932,1976,44.0,Male
626,DIE,Negative,1915,1983,68.0,Male
627,BAD,Negative,1922,1969,47.0,Male
628,UGH,Negative,1939,1988,49.0,Male
629,DIE,Negative,1877,1978,101.0,Male
630,SAD,Negative,1905,1980,75.0,Male
631,UGH,Negative,1937,1973,36.0,Male
632,UGH,Negative,1946,1977,31.0,Male
633,BAD,Negative,1926,1991,65.0,Male
634,UGH,Negative,1927,1976,49.0,Male
635,BAD,Negative,1889,1984,95.0,Male
636,DIE,Negative,1921,1982,61.0,Male
637,SAD,Negative,1927,1995,68.0,Male
638,SAD,Negative,1904,1993,89.0,Male
639,UGH,Negative,1907,1981,74.0,Male
640,UGH,Negative,1916,1991,75.0,Male
641,DIE,Negative,1874,1989,115.0,Male
642,BAD,Negative,1912,1981,69.0,Male
643,SAD,Negative,1901,1973,72.0,Male
644,BAD,Negative,1912,1984,72.0,Male
645,DIE,Negative,1891,1994,103.0,Male
646,SAD,Negative,1946,1979,33.0,Male
647,SAD,Negative,1931,1990,59.0,Male
648,PIG,Negative,1935,1973,38.0,Male
649,DIE,Negative,1941,1981,40.0,Male
650,DIE,Negative,1925,1979,54.0,Male
651,PIG,Negative,1886,1993,107.0,Male
652,BAD,Negative,1927,1987,60.0,Male
653,PIG,Negative,1930,1971,41.0,Male
654,DIE,Negative,1939,1983,44.0,Male
655,BAD,Negative,1920,1975,55.0,Male
656,SAD,Negative,1892,1975,83.0,Male
657,PIG,Negative,1908,1974,66.0,Male
658,BAD,Negative,1915,1971,56.0,Male
659,BAD,Negative,1934,1981,47.0,Male
660,BAD,Negative,1929,1975,46.0,Male
661,PIG,Negative,1914,1973,59.0,Male
662,SAD,Negative,1950,1991,41.0,Male
663,BAD,Negative,1931,1986,55.0,Male
664,PIG,Negative,1904,1990,86.0,Male
665,DIE,Negative,1888,1976,88.0,Male
666,PIG,Negative,1895,1985,90.0,Male
667,PIG,Negative,1905,1988,83.0,Male
668,PIG,Negative,1896,1995,99.0,Male
669,BAD,Negative,1899,1969,70.0,Male
670,PIG,Negative,1908,1982,74.0,Male
671,DIE,Negative,1897,1985,88.0,Male
672,BAD,Negative,1946,1978,32.0,Male
673,DIE,Negative,1885,1980,95.0,Male
674,UGH,Negative,1926,1984,58.0,Male
675,PIG,Negative,1919,1982,63.0,Male
676,BAD,Negative,1950,1995,45.0,Male
677,BAD,Negative,1889,1984,95.0,Male
678,PIG,Negative,1918,1976,58.0,Male
679,SAD,Negative,1949,1991,42.0,Male
680,SAD,Negative,1945,1978,33.0,Male
681,DIE,Negative,1942,1985,43.0,Male
682,PIG,Negative,1906,1995,89.0,Male
683,PIG,Negative,1897,1986,89.0,Male
684,UGH,Negative,1935,1988,53.0,Male
685,SAD,Negative,1947,1984,37.0,Male
686,SAD,Negative,1928,1985,57.0,Male
687,PIG,Negative,1929,1984,55.0,Male
688,DIE,Negative,1908,1987,79.0,Male
689,PIG,Negative,1940,1992,52.0,Male
690,DIE,Negative,1899,1992,93.0,Male
691,SAD,Negative,1912,1976,64.0,Male
692,UGH,Negative,1920,1974,54.0,Male
693,BAD,Negative,1925,1974,49.0,Male
694,SAD,Negative,1904,1989,85.0,Male
695,DIE,Negative,1890,1977,87.0,Male
696,PIG,Negative,1932,1972,40.0,Male
697,SAD,Negative,1909,1994,85.0,Male
698,UGH,Negative,1930,1980,50.0,Male
699,DIE,Negative,1895,1980,85.0,Male
700,PIG,Negative,1924,1991,67.0,Male
701,BAD,Negative,1927,1985,58.0,Male
702,DIE,Negative,1880,1983,103.0,Male
703,PIG,Negative,1913,1977,64.0,Male
704,BAD,Negative,1892,1975,83.0,Male
705,PIG,Negative,1882,1978,96.0,Male
706,BAD,Negative,1950,1984,34.0,Male
707,BAD,Negative,1912,1980,68.0,Male
708,BAD,Negative,1942,1993,51.0,Male
709,PIG,Negative,1906,1975,69.0,Male
710,BAD,Negative,1935,1986,51.0,Male
711,DIE,Negative,1940,1983,43.0,Male
712,UGH,Negative,1931,1974,43.0,Male
713,UGH,Negative,1923,1994,71.0,Male
714,BAD,Negative,1919,1980,61.0,Male
715,UGH,Negative,1914,1979,65.0,Male
716,UGH,Negative,1947,1988,41.0,Male
717,BAD,Negative,1943,1971,28.0,Male
718,BAD,Negative,1949,1970,21.0,Male
719,DIE,Negative,1891,1974,83.0,Male
720,SAD,Negative,1938,1992,54.0,Male
721,PIG,Negative,1948,1990,42.0,Male
722,BAD,Negative,1898,1993,95.0,Male
723,BAD,Negative,1883,1973,90.0,Male
724,UGH,Negative,1939,1986,47.0,Male
725,DIE,Negative,1929,1984,55.0,Male
726,UGH,Negative,1944,1976,32.0,Male
727,BAD,Negative,1893,1993,100.0,Male
728,BAD,Negative,1941,1994,53.0,Male
729,UGH,Negative,1900,1988,88.0,Male
730,BAD,Negative,1896,1990,94.0,Male
731,SAD,Negative,1896,1979,83.0,Male
732,PIG,Negative,1942,1978,36.0,Male
733,PIG,Negative,1935,1992,57.0,Male
734,PIG,Negative,1926,1993,67.0,Male
735,SAD,Negative,1915,1980,65.0,Male
736,BAD,Negative,1945,1989,44.0,Male
737,UGH,Negative,1917,1974,57.0,Male
738,DIE,Negative,1942,1995,53.0,Male
739,BAD,Negative,1921,1988,67.0,Male
740,SAD,Negative,1916,1973,57.0,Male
741,SAD,Negative,1922,1991,69.0,Male
742,PIG,Negative,1910,1977,67.0,Male
743,BAD,Negative,1939,1994,55.0,Male
744,PIG,Negative,1925,1995,70.0,Male
745,DIE,Negative,1903,1984,81.0,Male
746,PIG,Negative,1946,1990,44.0,Male
747,DIE,Negative,1917,1982,65.0,Male
748,SAD,Negative,1928,1990,62.0,Male
749,PIG,Negative,1946,1976,30.0,Male
750,PIG,Negative,1932,1995,63.0,Male
751,UGH,Negative,1890,1988,98.0,Male
752,SAD,Negative,1948,1987,39.0,Male
753,UGH,Negative,1933,1982,49.0,Male
754,DIE,Negative,1913,1975,62.0,Male
755,DIE,Negative,1893,1973,80.0,Male
756,SAD,Negative,1941,1986,45.0,Male
757,DIE,Negative,1932,1970,38.0,Male
758,SAD,Negative,1927,1979,52.0,Male
759,DIE,Negative,1946,1990,44.0,Male
760,BAD,Negative,1941,1976,35.0,Male
761,PIG,Negative,1895,1969,74.0,Male
762,BAD,Negative,1911,1995,84.0,Male
763,SAD,Negative,1905,1990,85.0,Male
764,SAD,Negative,1939,1980,41.0,Male
765,BAD,Negative,1877,1970,93.0,Male
766,PIG,Negative,1929,1986,57.0,Male
767,PIG,Negative,1940,1975,35.0,Male
768,UGH,Negative,1945,1994,49.0,Male
769,DIE,Negative,1913,1985,72.0,Male
770,UGH,Negative,1943,1990,47.0,Male
771,PIG,Negative,1889,1991,102.0,Male
772,BAD,Negative,1944,1982,38.0,Male
773,DIE,Negative,1892,1992,100.0,Male
774,BAD,Negative,1918,1975,57.0,Male
775,UGH,Negative,1941,1990,49.0,Male
776,SAD,Negative,1894,1993,99.0,Male
777,BAD,Negative,1903,1971,68.0,Male
778,UGH,Negative,1938,1995,57.0,Male
779,UGH,Negative,1938,1974,36.0,Male
780,UGH,Negative,1933,1988,55.0,Male
781,SAD,Negative,1936,1970,34.0,Male
782,SAD,Negative,1927,1985,58.0,Male
783,SAD,Negative,1905,1980,75.0,Male
784,DIE,Negative,1914,1980,66.0,Male
785,SAD,Negative,1898,1985,87.0,Male
786,SAD,Negative,1947,1995,48.0,Male
787,SAD,Negative,1930,1978,48.0,Male
788,BAD,Negative,1918,1971,53.0,Male
789,SAD,Negative,1922,1988,66.0,Male
790,DIE,Negative,1948,1986,38.0,Male
791,UGH,Negative,1895,1981,86.0,Male
792,BAD,Negative,1930,1980,50.0,Male
793,PIG,Negative,1925,1995,70.0,Male
794,SAD,Negative,1932,1995,63.0,Male
795,UGH,Negative,1874,1995,121.0,Male
796,UGH,Negative,1945,1985,40.0,Male
797,BAD,Negative,1948,1972,24.0,Male
798,PIG,Negative,1929,1991,62.0,Male
799,DIE,Negative,1936,1978,42.0,Male
800,UGH,Negative,1947,1979,32.0,Male
801,UGH,Negative,1937,1974,37.0,Male
802,UGH,Negative,1895,1974,79.0,Male
803,UGH,Negative,1930,1995,65.0,Male
804,BAD,Negative,1931,1977,46.0,Male
805,PIG,Negative,1920,1983,63.0,Male
806,UGH,Negative,1938,1970,32.0,Male
807,DIE,Negative,1948,1972,24.0,Male
808,DIE,Negative,1947,1973,26.0,Male
809,SAD,Negative,1921,1985,64.0,Male
810,UGH,Negative,1890,1976,86.0,Male
811,UGH,Negative,1950,1976,26.0,Male
812,UGH,Negative,1943,1990,47.0,Male
813,UGH,Negative,1891,1980,89.0,Male
814,UGH,Negative,1947,1989,42.0,Male
815,DIE,Negative,1945,1976,31.0,Male
816,PIG,Negative,1926,1987,61.0,Male
817,PIG,Negative,1930,1971,41.0,Male
818,SAD,Negative,1918,1986,68.0,Male
819,DIE,Negative,1881,1989,108.0,Male
820,UGH,Negative,1913,1987,74.0,Male
821,PIG,Negative,1942,1987,45.0,Male
822,BAD,Negative,1871,1983,112.0,Male
823,BAD,Negative,1913,1974,61.0,Male
824,BAD,Negative,1918,1984,66.0,Male
825,UGH,Negative,1927,1976,49.0,Male
826,UGH,Negative,1947,1984,37.0,Male
827,SAD,Negative,1914,1986,72.0,Male
828,SAD,Negative,1914,1988,74.0,Male
829,SAD,Negative,1938,1984,46.0,Male
830,BAD,Negative,1922,1979,57.0,Male
831,UGH,Negative,1903,1975,72.0,Male
832,BAD,Negative,1922,1985,63.0,Male
833,SAD,Negative,1893,1985,92.0,Male
834,UGH,Negative,1898,1980,82.0,Male
835,DIE,Negative,1925,1981,56.0,Male
836,PIG,Negative,1919,1978,59.0,Male
837,PIG,Negative,1947,1975,28.0,Male
838,SAD,Negative,1915,1982,67.0,Male
839,BAD,Negative,1930,1991,61.0,Male
840,DIE,Negative,1933,1969,36.0,Male
841,UGH,Negative,1873,1985,112.0,Male
842,BAD,Negative,1935,1972,37.0,Male
843,SAD,Negative,1898,1989,91.0,Male
844,BAD,Negative,1949,1973,24.0,Male
845,SAD,Negative,1894,1988,94.0,Male
846,PIG,Negative,1919,1992,73.0,Male
847,PIG,Negative,1886,1991,105.0,Male
848,BAD,Negative,1950,1993,43.0,Male
849,DIE,Negative,1925,1975,50.0,Male
850,UGH,Negative,1931,1978,47.0,Male
851,SAD,Negative,1883,1985,102.0,Male
852,UGH,Negative,1939,1975,36.0,Male
853,PIG,Negative,1901,1969,68.0,Male
854,DIE,Negative,1946,1975,29.0,Male
855,DIE,Negative,1901,1994,93.0,Male
856,UGH,Negative,1899,1992,93.0,Male
857,PIG,Negative,1877,1979,102.0,Male
858,UGH,Negative,1923,1977,54.0,Male
859,BAD,Negative,1929,1980,51.0,Male
860,DIE,Negative,1882,1971,89.0,Male
861,DIE,Negative,1940,1972,32.0,Male
862,BAD,Negative,1922,1972,50.0,Male
863,PIG,Negative,1926,1993,67.0,Male
864,DIE,Negative,1921,1981,60.0,Male
865,SAD,Negative,1918,1991,73.0,Male
866,SAD,Negative,1929,1987,58.0,Male
867,PIG,Negative,1895,1978,83.0,Male
868,BAD,Negative,1898,1973,75.0,Male
869,UGH,Negative,1944,1975,31.0,Male
870,PIG,Negative,1948,1992,44.0,Male
871,UGH,Negative,1916,1984,68.0,Male
872,PIG,Negative,1907,1969,62.0,Male
873,SAD,Negative,1933,1980,47.0,Male
874,BAD,Negative,1918,1970,52.0,Male
875,SAD,Negative,1875,1975,100.0,Male
876,BAD,Negative,1895,1979,84.0,Male
877,UGH,Negative,1937,1981,44.0,Male
878,PIG,Negative,1934,1970,36.0,Male
879,DIE,Negative,1875,1975,100.0,Male
880,DIE,Negative,1902,1983,81.0,Male
881,BAD,Negative,1903,1993,90.0,Male
882,BAD,Negative,1935,1979,44.0,Male
883,SAD,Negative,1874,1970,96.0,Male
884,DIE,Negative,1888,1975,87.0,Male
885,SAD,Negative,1942,1972,30.0,Male
886,UGH,Negative,1898,1979,81.0,Male
887,DIE,Negative,1934,1970,36.0,Male
888,UGH,Negative,1904,1984,80.0,Male
889,PIG,Negative,1888,1975,87.0,Male
890,SAD,Negative,1905,1981,76.0,Male
891,BAD,Negative,1938,1973,35.0,Male
892,DIE,Negative,1944,1985,41.0,Male
893,SAD,Negative,1943,1989,46.0,Male
894,BAD,Negative,1918,1980,62.0,Male
895,PIG,Negative,1935,1987,52.0,Male
896,DIE,Negative,1901,1975,74.0,Male
897,UGH,Negative,1909,1974,65.0,Male
898,PIG,Negative,1946,1976,30.0,Male
899,BAD,Negative,1873,1981,108.0,Male
900,DIE,Negative,1886,1973,87.0,Male
901,DIE,Negative,1901,1970,69.0,Male
902,PIG,Negative,1875,1977,102.0,Male
903,DIE,Negative,1898,1979,81.0,Male
904,BAD,Negative,1930,1992,62.0,Male
905,PIG,Negative,1919,1974,55.0,Male
906,UGH,Negative,1946,1994,48.0,Male
907,PIG,Negative,1942,1975,33.0,Male
908,PIG,Negative,1913,1993,80.0,Male
909,UGH,Negative,1906,1975,69.0,Male
910,BAD,Negative,1916,1987,71.0,Male
911,SAD,Negative,1930,1974,44.0,Male
912,SAD,Negative,1907,1979,72.0,Male
913,UGH,Negative,1932,1979,47.0,Male
914,BAD,Negative,1919,1975,56.0,Male
915,DIE,Negative,1928,1970,42.0,Male
916,UGH,Negative,1920,1987,67.0,Male
917,SAD,Negative,1909,1972,63.0,Male
918,BAD,Negative,1948,1994,46.0,Male
919,PIG,Negative,1940,1974,34.0,Male
920,BAD,Negative,1893,1985,92.0,Male
921,BAD,Negative,1945,1993,48.0,Male
922,SAD,Negative,1924,1973,49.0,Male
923,SAD,Negative,1946,1975,29.0,Male
924,DIE,Negative,1942,1977,35.0,Male
925,DIE,Negative,1920,1993,73.0,Male
926,UGH,Negative,1875,1969,94.0,Male
927,PIG,Negative,1907,1969,62.0,Male
928,DIE,Negative,1927,1987,60.0,Male
929,SAD,Negative,1933,1974,41.0,Male
930,BAD,Negative,1906,1986,80.0,Male
931,UGH,Negative,1893,1978,85.0,Male
932,DIE,Negative,1943,1979,36.0,Male
933,BAD,Negative,1950,1969,19.0,Male
934,BAD,Negative,1926,1969,43.0,Male
935,DIE,Negative,1897,1981,84.0,Male
936,PIG,Negative,1907,1973,66.0,Male
937,PIG,Negative,1874,1988,114.0,Male
938,UGH,Negative,1947,1969,22.0,Male
939,PIG,Negative,1890,1988,98.0,Male
940,UGH,Negative,1930,1971,41.0,Male
941,SAD,Negative,1907,1986,79.0,Male
942,DIE,Negative,1928,1977,49.0,Male
943,BAD,Negative,1934,1982,48.0,Male
944,UGH,Negative,1943,1995,52.0,Male
945,PIG,Negative,1901,1985,84.0,Male
946,UGH,Negative,1872,1991,119.0,Male
947,UGH,Negative,1893,1982,89.0,Male
948,PIG,Negative,1946,1972,26.0,Male
949,PIG,Negative,1945,1973,28.0,Male
950,DIE,Negative,1931,1994,63.0,Male
951,BAD,Negative,1931,1989,58.0,Male
952,DIE,Negative,1935,1985,50.0,Male
953,DIE,Negative,1897,1990,93.0,Male
954,PIG,Negative,1947,1993,46.0,Male
955,PIG,Negative,1919,1970,51.0,Male
956,BAD,Negative,1917,1991,74.0,Male
957,UGH,Negative,1926,1990,64.0,Male
958,DIE,Negative,1879,1973,94.0,Male
959,BAD,Negative,1896,1972,76.0,Male
960,DIE,Negative,1938,1972,34.0,Male
961,UGH,Negative,1885,1974,89.0,Male
962,DIE,Negative,1931,1988,57.0,Male
963,SAD,Negative,1905,1989,84.0,Male
964,BAD,Negative,1917,1981,64.0,Male
965,PIG,Negative,1909,1990,81.0,Male
966,DIE,Negative,1914,1973,59.0,Male
967,BAD,Negative,1937,1991,54.0,Male
968,BAD,Negative,1910,1993,83.0,Male
969,DIE,Negative,1929,1994,65.0,Male
970,PIG,Negative,1923,1991,68.0,Male
971,PIG,Negative,1935,1975,40.0,Male
972,DIE,Negative,1948,1988,40.0,Male
973,BAD,Negative,1938,1969,31.0,Male
974,PIG,Negative,1902,1982,80.0,Male
975,DIE,Negative,1876,1992,116.0,Male
976,DIE,Negative,1906,1972,66.0,Male
977,DIE,Negative,1931,1985,54.0,Male
978,BAD,Negative,1880,1989,109.0,Male
979,PIG,Negative,1925,1982,57.0,Male
980,BAD,Negative,1931,1984,53.0,Male
981,SAD,Negative,1913,1982,69.0,Male
982,PIG,Negative,1940,1984,44.0,Male
983,BAD,Negative,1889,1992,103.0,Male
984,PIG,Negative,1884,1988,104.0,Male
985,SAD,Negative,1938,1976,38.0,Male
986,UGH,Negative,1924,1992,68.0,Male
987,DIE,Negative,1936,1971,35.0,Male
988,BAD,Negative,1920,1993,73.0,Male
989,SAD,Negative,1905,1987,82.0,Male
990,SAD,Negative,1942,1969,27.0,Male
991,PIG,Negative,1941,1970,29.0,Male
992,PIG,Negative,1936,1983,47.0,Male
993,DIE,Negative,1907,1990,83.0,Male
994,PIG,Negative,1930,1978,48.0,Male
995,BAD,Negative,1915,1986,71.0,Male
996,BAD,Negative,1887,1990,103.0,Male
997,BAD,Negative,1947,1982,35.0,Male
998,UGH,Negative,1893,1985,92.0,Male
999,BAD,Negative,1948,1995,47.0,Male
1000,PIG,Negative,1921,1981,60.0,Male
1001,ABC,Control,1893,1969,76.0,Male
1002,MNO,Control,1923,1973,50.0,Male
1003,XYZ,Control,1943,1994,51.0,Male
1004,XYZ,Control,1935,1981,46.0,Male
1005,XYZ,Control,1940,1995,55.0,Male
1006,JFK,Control,1930,1993,63.0,Male
1007,PTR,Control,1933,1982,49.0,Male
1008,MNO,Control,1942,1992,50.0,Male
1009,JFK,Control,1899,1971,72.0,Male
1010,XYZ,Control,1919,1983,64.0,Male
1011,MNO,Control,1897,1987,90.0,Male
1012,JFK,Control,1950,1985,35.0,Male
1013,ABC,Control,1947,1971,24.0,Male
1014,XYZ,Control,1876,1984,108.0,Male
1015,JFK,Control,1933,1982,49.0,Male
1016,ABC,Control,1946,1980,34.0,Male
1017,XYZ,Control,1892,1980,88.0,Male
1018,PTR,Control,1924,1979,55.0,Male
1019,XYZ,Control,1946,1985,39.0,Male
1020,PTR,Control,1875,1976,101.0,Male
1021,PTR,Control,1933,1985,52.0,Male
1022,PTR,Control,1904,1989,85.0,Male
1023,MNO,Control,1946,1993,47.0,Male
1024,MNO,Control,1949,1991,42.0,Male
1025,PTR,Control,1947,1988,41.0,Male
1026,ABC,Control,1918,1979,61.0,Male
1027,PTR,Control,1943,1993,50.0,Male
1028,JFK,Control,1942,1993,51.0,Male
1029,PTR,Control,1905,1970,65.0,Male
1030,MNO,Control,1941,1978,37.0,Male
1031,MNO,Control,1875,1978,103.0,Male
1032,JFK,Control,1926,1979,53.0,Male
1033,JFK,Control,1897,1974,77.0,Male
1034,XYZ,Control,1886,1972,86.0,Male
1035,ABC,Control,1881,1992,111.0,Male
1036,ABC,Control,1933,1980,47.0,Male
1037,ABC,Control,1907,1979,72.0,Male
1038,MNO,Control,1935,1991,56.0,Male
1039,ABC,Control,1879,1991,112.0,Male
1040,XYZ,Control,1905,1995,90.0,Male
1041,XYZ,Control,1922,1994,72.0,Male
1042,ABC,Control,1939,1993,54.0,Male
1043,JFK,Control,1905,1981,76.0,Male
1044,XYZ,Control,1928,1973,45.0,Male
1045,JFK,Control,1944,1974,30.0,Male
1046,MNO,Control,1928,1969,41.0,Male
1047,XYZ,Control,1898,1974,76.0,Male
1048,JFK,Control,1873,1986,113.0,Male
1049,ABC,Control,1943,1990,47.0,Male
1050,MNO,Control,1873,1977,104.0,Male
1051,PTR,Control,1944,1992,48.0,Male
1052,PTR,Control,1922,1993,71.0,Male
1053,ABC,Control,1947,1983,36.0,Male
1054,MNO,Control,1939,1994,55.0,Male
1055,MNO,Control,1950,1976,26.0,Male
1056,MNO,Control,1908,1987,79.0,Male
1057,MNO,Control,1937,1992,55.0,Male
1058,PTR,Control,1912,1984,72.0,Male
1059,JFK,Control,1918,1974,56.0,Male
1060,MNO,Control,1928,1974,46.0,Male
1061,JFK,Control,1944,1990,46.0,Male
1062,MNO,Control,1950,1971,21.0,Male
1063,XYZ,Control,1937,1978,41.0,Male
1064,XYZ,Control,1914,1969,55.0,Male
1065,XYZ,Control,1914,1982,68.0,Male
1066,MNO,Control,1935,1972,37.0,Male
1067,JFK,Control,1898,1994,96.0,Male
1068,PTR,Control,1885,1980,95.0,Male
1069,ABC,Control,1908,1974,66.0,Male
1070,PTR,Control,1903,1979,76.0,Male
1071,MNO,Control,1903,1980,77.0,Male
1072,XYZ,Control,1898,1978,80.0,Male
1073,XYZ,Control,1876,1986,110.0,Male
1074,JFK,Control,1872,1975,103.0,Male
1075,MNO,Control,1950,1975,25.0,Male
1076,PTR,Control,1914,1979,65.0,Male
1077,MNO,Control,1911,1972,61.0,Male
1078,MNO,Control,1932,1988,56.0,Male
1079,XYZ,Control,1896,1969,73.0,Male
1080,PTR,Control,1948,1981,33.0,Male
1081,ABC,Control,1938,1986,48.0,Male
1082,XYZ,Control,1882,1977,95.0,Male
1083,PTR,Control,1913,1994,81.0,Male
1084,JFK,Control,1944,1992,48.0,Male
1085,XYZ,Control,1947,1992,45.0,Male
1086,JFK,Control,1917,1977,60.0,Male
1087,XYZ,Control,1928,1991,63.0,Male
1088,MNO,Control,1891,1977,86.0,Male
1089,PTR,Control,1950,1978,28.0,Male
1090,JFK,Control,1898,1970,72.0,Male
1091,XYZ,Control,1947,1974,27.0,Male
1092,JFK,Control,1930,1983,53.0,Male
1093,XYZ,Control,1927,1971,44.0,Male
1094,XYZ,Control,1921,1979,58.0,Male
1095,ABC,Control,1897,1974,77.0,Male
1096,ABC,Control,1892,1971,79.0,Male
1097,ABC,Control,1896,1992,96.0,Male
1098,JFK,Control,1893,1979,86.0,Male
1099,MNO,Control,1938,1983,45.0,Male
1100,XYZ,Control,1908,1981,73.0,Male
1101,PTR,Control,1878,1988,110.0,Male
1102,ABC,Control,1949,1978,29.0,Male
1103,JFK,Control,1944,1974,30.0,Male
1104,JFK,Control,1947,1983,36.0,Male
1105,JFK,Control,1950,1993,43.0,Male
1106,PTR,Control,1892,1986,94.0,Male
1107,PTR,Control,1912,1986,74.0,Male
1108,ABC,Control,1937,1975,38.0,Male
1109,PTR,Control,1933,1983,50.0,Male
1110,ABC,Control,1890,1986,96.0,Male
1111,PTR,Control,1940,1986,46.0,Male
1112,PTR,Control,1897,1988,91.0,Male
1113,PTR,Control,1897,1977,80.0,Male
1114,ABC,Control,1922,1992,70.0,Male
1115,XYZ,Control,1926,1970,44.0,Male
1116,ABC,Control,1925,1976,51.0,Male
1117,XYZ,Control,1882,1988,106.0,Male
1118,JFK,Control,1944,1970,26.0,Male
1119,JFK,Control,1901,1979,78.0,Male
1120,ABC,Control,1887,1994,107.0,Male
1121,XYZ,Control,1944,1975,31.0,Male
1122,XYZ,Control,1948,1974,26.0,Male
1123,XYZ,Control,1943,1978,35.0,Male
1124,JFK,Control,1940,1973,33.0,Male
1125,ABC,Control,1930,1979,49.0,Male
1126,MNO,Control,1923,1969,46.0,Male
1127,XYZ,Control,1882,1970,88.0,Male
1128,XYZ,Control,1913,1992,79.0,Male
1129,MNO,Control,1910,1969,59.0,Male
1130,ABC,Control,1900,1987,87.0,Male
1131,XYZ,Control,1935,1970,35.0,Male
1132,ABC,Control,1919,1989,70.0,Male
1133,XYZ,Control,1881,1988,107.0,Male
1134,PTR,Control,1896,1991,95.0,Male
1135,XYZ,Control,1932,1989,57.0,Male
1136,PTR,Control,1880,1992,112.0,Male
1137,ABC,Control,1942,1972,30.0,Male
1138,XYZ,Control,1919,1980,61.0,Male
1139,JFK,Control,1918,1990,72.0,Male
1140,JFK,Control,1926,1988,62.0,Male
1141,MNO,Control,1941,1986,45.0,Male
1142,JFK,Control,1908,1969,61.0,Male
1143,PTR,Control,1932,1969,37.0,Male
1144,JFK,Control,1924,1992,68.0,Male
1145,JFK,Control,1901,1982,81.0,Male
1146,JFK,Control,1944,1972,28.0,Male
1147,XYZ,Control,1939,1973,34.0,Male
1148,MNO,Control,1930,1979,49.0,Male
1149,ABC,Control,1942,1992,50.0,Male
1150,MNO,Control,1943,1991,48.0,Male
1151,PTR,Control,1934,1981,47.0,Male
1152,XYZ,Control,1941,1984,43.0,Male
1153,XYZ,Control,1933,1992,59.0,Male
1154,JFK,Control,1932,1981,49.0,Male
1155,JFK,Control,1928,1992,64.0,Male
1156,PTR,Control,1936,1990,54.0,Male
1157,XYZ,Control,1890,1994,104.0,Male
1158,ABC,Control,1944,1970,26.0,Male
1159,MNO,Control,1943,1984,41.0,Male
1160,XYZ,Control,1874,1974,100.0,Male
1161,ABC,Control,1941,1982,41.0,Male
1162,ABC,Control,1887,1969,82.0,Male
1163,MNO,Control,1907,1985,78.0,Male
1164,ABC,Control,1936,1979,43.0,Male
1165,PTR,Control,1890,1987,97.0,Male
1166,ABC,Control,1940,1971,31.0,Male
1167,PTR,Control,1941,1979,38.0,Male
1168,ABC,Control,1920,1973,53.0,Male
1169,JFK,Control,1871,1985,114.0,Male
1170,ABC,Control,1903,1994,91.0,Male
1171,PTR,Control,1928,1990,62.0,Male
1172,ABC,Control,1949,1975,26.0,Male
1173,ABC,Control,1929,1978,49.0,Male
1174,ABC,Control,1900,1979,79.0,Male
1175,PTR,Control,1929,1971,42.0,Male
1176,ABC,Control,1923,1988,65.0,Male
1177,MNO,Control,1938,1978,40.0,Male
1178,MNO,Control,1884,1995,111.0,Male
1179,PTR,Control,1937,1978,41.0,Male
1180,JFK,Control,1923,1982,59.0,Male
1181,MNO,Control,1948,1980,32.0,Male
1182,XYZ,Control,1907,1983,76.0,Male
1183,MNO,Control,1929,1978,49.0,Male
1184,XYZ,Control,1947,1978,31.0,Male
1185,PTR,Control,1884,1994,110.0,Male
1186,JFK,Control,1947,1987,40.0,Male
1187,XYZ,Control,1932,1969,37.0,Male
1188,XYZ,Control,1879,1992,113.0,Male
1189,MNO,Control,1904,1994,90.0,Male
1190,XYZ,Control,1934,1978,44.0,Male
1191,PTR,Control,1879,1970,91.0,Male
1192,PTR,Control,1925,1985,60.0,Male
1193,PTR,Control,1908,1992,84.0,Male
1194,MNO,Control,1928,1975,47.0,Male
1195,JFK,Control,1876,1975,99.0,Male
1196,MNO,Control,1943,1988,45.0,Male
1197,PTR,Control,1949,1995,46.0,Male
1198,MNO,Control,1949,1977,28.0,Male
1199,PTR,Control,1936,1990,54.0,Male
1200,ABC,Control,1887,1970,83.0,Male
1201,ABC,Control,1937,1982,45.0,Male
1202,XYZ,Control,1873,1985,112.0,Male
1203,JFK,Control,1873,1969,96.0,Male
1204,ABC,Control,1906,1977,71.0,Male
1205,PTR,Control,1919,1988,69.0,Male
1206,MNO,Control,1937,1989,52.0,Male
1207,MNO,Control,1932,1987,55.0,Male
1208,XYZ,Control,1916,1972,56.0,Male
1209,MNO,Control,1901,1976,75.0,Male
1210,ABC,Control,1950,1981,31.0,Male
1211,MNO,Control,1914,1972,58.0,Male
